Number of declaration,Gender,Year,First name
77.0,F,2021,Ambre
103.0,M,2018,Noé
9.0,M,2016,Seydina
7.0,F,2021,Siloé
7.0,F,2006,Angélique
16.0,F,2020,Claire
66.0,M,2019,Baptiste
15.0,M,2006,Younes
7.0,M,2021,Yannis
86.0,F,2021,Julia
11.0,M,2017,Joud
5.0,F,2020,Ciara
14.0,F,2021,Fatou
41.0,F,2009,Lily
66.0,F,2021,Apolline
63.0,M,2018,Octave
16.0,M,2016,Sohan
7.0,M,2021,Aly
13.0,F,2006,Anissa
16.0,F,2020,Lya
61.0,M,2019,Abel
61.0,F,2007,Alix
6.0,F,2021,Alima
82.0,M,2021,Octave
10.0,F,2017,Joy
5.0,F,2020,Meryem
14.0,F,2021,Lyana
5.0,F,2009,Lorena
50.0,F,2021,Raphaëlle
25.0,M,2018,Owen
8.0,F,2016,Solène
6.0,F,2021,Hind
17.0,M,2006,Ariel
15.0,M,2020,Tiago
53.0,F,2019,Salomé
38.0,F,2007,Amandine
6.0,F,2021,Eliza
72.0,F,2021,Mia
134.0,M,2017,Jules
5.0,F,2020,Zeynab
14.0,F,2021,Nélia
7.0,F,2009,Lylou
47.0,M,2021,Alexis
39.0,M,2018,Pablo
7.0,F,2016,Telma
6.0,F,2021,Inayah
21.0,F,2006,Awa
15.0,F,2020,Ilyana
46.0,M,2019,Tom
27.0,F,2007,Andréa
6.0,F,2021,Perrine
68.0,M,2021,Malo
5.0,F,2017,Keira
166.0,M,2021,Léo
13.0,F,2021,Rosalie
12.0,F,2009,Maeva
46.0,M,2021,Youssef
7.0,F,2018,Paula
6.0,M,2016,Terence
6.0,M,2021,Ayaan
8.0,F,2006,Charlène
15.0,F,2020,Safiya
38.0,M,2019,Kylian
8.0,F,2007,Angélique
6.0,M,2021,Abdullah
63.0,F,2021,Mariam
16.0,M,2017,Lazare
117.0,M,2021,Ibrahim
12.0,F,2021,Lyne
29.0,F,2009,Maïssa
45.0,F,2021,Éléonore
7.0,F,2018,Séréna
27.0,F,2016,Thelma
6.0,M,2021,Jaden
7.0,F,2006,Charlie
12.0,M,2020,Naïl
25.0,F,2019,Andréa
8.0,F,2007,Barbara
6.0,M,2021,Arthus
55.0,M,2021,Adrien
140.0,M,2017,Léo
94.0,M,2021,Antoine
12.0,M,2021,Aimé
30.0,F,2009,Marine
38.0,F,2021,Anouk
8.0,F,2018,Solveig
76.0,F,2016,Valentine
5.0,F,2021,Saskia
17.0,F,2006,Coline
12.0,F,2020,Georgia
23.0,M,2019,Nael
6.0,M,2007,Barnabé
6.0,M,2021,Elian
39.0,M,2021,Sohan
75.0,M,2017,Léonard
48.0,F,2021,Roxane
12.0,M,2021,Cheikh
7.0,M,2009,Marouane
35.0,M,2021,Jad
48.0,F,2018,Sophia
5.0,M,2016,Valérian
5.0,F,2021,Yasmina
5.0,F,2006,Dado
11.0,F,2020,Éline
23.0,M,2019,Ruben
15.0,F,2007,Cassandre
6.0,M,2021,Jérémie
34.0,M,2021,Joachim
6.0,M,2017,Logan
35.0,F,2021,Lana
12.0,M,2021,Ryan
89.0,M,2009,Maxence
34.0,F,2021,Naomi
5.0,F,2018,Tania
11.0,M,2016,Walid
5.0,M,2021,Cherif
5.0,F,2006,Eileen
10.0,M,2020,Aurélien
20.0,M,2019,Timéo
8.0,F,2007,Clélia
6.0,M,2021,Riyad
33.0,F,2021,Léonore
9.0,F,2017,Lucia
34.0,F,2021,Louisa
11.0,F,2021,Lital
10.0,M,2009,Michael
27.0,M,2021,Elliot
129.0,F,2018,Victoire
5.0,M,2017,Abderrahmane
5.0,M,2021,Constant
9.0,F,2006,Emeline
10.0,M,2020,Dorian
19.0,F,2019,Claire
9.0,M,2007,Cyril
5.0,F,2021,Djelika
28.0,F,2021,Dina
11.0,F,2017,Maëva
30.0,F,2021,Elise
11.0,M,2021,Ilan
33.0,M,2009,Milo
27.0,M,2021,Gaston
7.0,M,2018,Yassin
6.0,F,2017,Aby
5.0,M,2021,Ezéchiel
18.0,F,2006,Émilie
10.0,M,2020,Élie
18.0,F,2019,Chiara
13.0,M,2007,Eden
5.0,F,2021,Léah
28.0,F,2021,Livia
26.0,F,2017,Maïa
29.0,F,2021,Elsa
11.0,M,2021,Tenzin
6.0,F,2009,Moïra
26.0,M,2021,Vadim
9.0,M,2018,Yazid
9.0,F,2017,Aïsha
5.0,M,2021,Yunus
5.0,M,2006,Fabien
9.0,M,2020,George
18.0,F,2019,Océane
9.0,M,2007,Elijah
5.0,F,2021,Morgane
27.0,F,2021,Rita
5.0,F,2017,Maïlys
28.0,F,2021,Talia
10.0,F,2021,Aïsha
7.0,F,2009,Natalia
25.0,M,2021,Orso
164.0,M,2019,Gaspard
5.0,F,2017,Albertine
19.0,F,2004,Isaure
8.0,M,2006,Flavio
9.0,F,2020,Hanaé
16.0,F,2019,Manel
21.0,F,2007,Fanny
5.0,F,2021,Ruby
25.0,M,2021,Kylian
18.0,F,2017,Maïssa
26.0,F,2021,Sara
10.0,F,2021,Athéna
31.0,M,2009,Noham
20.0,M,2021,Amadou
127.0,M,2019,Hugo
13.0,F,2017,Aline
11.0,M,2004,Jordan
11.0,M,2006,Franck
9.0,F,2020,Mathilda
16.0,F,2019,Safiya
5.0,M,2007,Fantin
5.0,F,2021,Sohane
23.0,M,2021,Adrian
6.0,F,2017,Mama
25.0,F,2021,Sixtine
10.0,F,2021,Fleur
10.0,F,2009,Olympe
20.0,M,2021,Ousmane
115.0,M,2019,Augustin
12.0,F,2017,Amalia
5.0,M,2004,Josselin
12.0,M,2006,Frédéric
8.0,M,2020,Henry
14.0,F,2019,Andrea
21.0,F,2007,Farah
5.0,M,2021,Boubou
22.0,F,2021,Sibylle
60.0,F,2017,Margot
23.0,F,2021,Jennah
10.0,F,2021,Kiara
9.0,M,2009,Paolo
18.0,F,2021,Gaïa
106.0,F,2019,Olivia
27.0,M,2017,Amaury
5.0,F,2004,Karla
48.0,M,2006,Gabin
8.0,M,2020,Livio
13.0,M,2019,Mickaël
73.0,M,2007,Félix
5.0,M,2021,Honoré
22.0,M,2021,Lyam
31.0,F,2017,Maria
22.0,M,2021,Malik
10.0,F,2021,Noor
12.0,F,2009,Quitterie
17.0,F,2021,Izia
82.0,F,2019,Suzanne
53.0,F,2017,Ambre
26.0,F,2004,Lana
285.0,M,2006,Gabriel
8.0,M,2020,Louison
13.0,F,2019,Georgia
13.0,F,2007,Fiona
8.0,F,2019,Basma
21.0,F,2021,Louison
8.0,M,2017,Marwan
17.0,F,2021,Fatim
10.0,M,2021,Alpha
6.0,F,2009,Salimata
16.0,F,2021,Leïla
52.0,M,2019,Léopold
80.0,M,2017,Amir
21.0,F,2004,Laure
6.0,M,2006,Harold
8.0,M,2020,Malone
13.0,F,2019,Maëva
7.0,M,2007,Hamed
8.0,F,2019,Miral
20.0,F,2021,Jenna
12.0,M,2017,Mateo
17.0,M,2021,Bilal
10.0,M,2021,Mohamed-Lamine
7.0,M,2009,Seydou
16.0,M,2021,Eliot
49.0,F,2019,Elsa
7.0,M,2017,Andreas
11.0,F,2004,Laurine
6.0,M,2006,Harouna
8.0,M,2020,Mathieu
13.0,F,2019,Mariame
5.0,M,2007,Hayden
8.0,F,2019,Swann
20.0,M,2021,Yassine
69.0,F,2017,Mathilde
16.0,F,2021,Maïssa
9.0,F,2021,Elia
9.0,F,2009,Sira
16.0,M,2021,Salim
47.0,F,2019,Marie
251.0,M,2017,Arthur
26.0,M,2004,Léon
9.0,F,2006,Haya
8.0,M,2020,Morgan
12.0,M,2019,Bilal
8.0,F,2007,Helena
7.0,M,2019,George
19.0,F,2021,Naya
20.0,M,2017,Matteo
16.0,M,2021,Corentin
9.0,F,2021,Tasnim
25.0,M,2009,Souleymane
15.0,M,2021,Lou
45.0,M,2019,Naïm
6.0,F,2017,Avital
16.0,M,2004,Lilian
5.0,F,2006,India
8.0,F,2020,Jihane
12.0,F,2019,Amélia
5.0,M,2007,Honoré
7.0,F,2019,Éline
19.0,M,2021,Lino
5.0,F,2017,Maud
15.0,M,2021,Elon
9.0,F,2021,Ysé
7.0,M,2009,Steven
14.0,M,2021,Lior
45.0,F,2019,Maria
13.0,M,2017,Bakary
5.0,M,2004,Lionel
5.0,F,2006,Jihane
8.0,F,2020,Yuna
12.0,F,2019,Eline
15.0,M,2007,Ilyas
6.0,M,2019,Alessio
16.0,M,2021,Théophile
73.0,M,2017,Maxence
15.0,M,2021,Mehdi
9.0,M,2021,George
6.0,F,2009,Tasnime
13.0,M,2021,Leonardo
43.0,M,2019,Nicolas
9.0,F,2017,Bertille
13.0,F,2004,Maïmouna
147.0,F,2006,Juliette
7.0,M,2020,Alexander
12.0,F,2019,Sidra
35.0,M,2007,Ilyes
5.0,M,2019,Adonis
14.0,F,2021,Colombe
16.0,F,2017,Mayssa
15.0,M,2021,Sami
9.0,M,2021,Nabil
31.0,F,2009,Thaïs
13.0,M,2021,Stanislas
40.0,M,2019,Roméo
6.0,F,2017,Éléa
12.0,F,2004,Maïwenn
5.0,M,2006,Leandro
7.0,M,2020,Élio
11.0,F,2019,Lyne
25.0,M,2007,Jérémy
5.0,M,2019,Artur
14.0,F,2021,Philippa
20.0,F,2017,Mélissa
14.0,F,2021,Serena
9.0,M,2021,Nahil
15.0,F,2009,Thelma
12.0,F,2021,Elina
34.0,M,2019,Nino
52.0,F,2017,Elena
174.0,F,2004,Manon
25.0,M,2006,Liam
7.0,M,2020,Ezio
10.0,F,2019,Alessia
6.0,M,2007,Josué
5.0,F,2019,Ayleen
14.0,M,2021,Dario
26.0,F,2017,Mina
13.0,F,2021,Asma
8.0,F,2021,Jessica
32.0,M,2009,Théophile
12.0,M,2021,Hedi
34.0,F,2019,Aliyah
9.0,F,2017,Elly
13.0,M,2004,Marcus
5.0,F,2006,Lilwenn
7.0,M,2020,Hélios
9.0,M,2019,Ishaq
16.0,M,2007,Killian
5.0,F,2019,Aylin
13.0,F,2021,Maxime
18.0,F,2017,Naëlle
13.0,F,2021,Evy
8.0,M,2021,Eliel
41.0,M,2009,Thibault
12.0,M,2021,Moustapha
30.0,M,2019,Nathanaël
9.0,M,2017,Éloi
10.0,M,2004,Mathurin
7.0,M,2006,Logan
7.0,M,2020,Romeo
9.0,M,2019,Ivan
36.0,M,2007,Léonard
5.0,F,2019,Erika
13.0,F,2021,Olga
25.0,F,2017,Noa
12.0,F,2021,Mya
8.0,M,2021,Viggo
6.0,F,2009,Tiffany
11.0,F,2021,Diana
28.0,F,2019,Hana
34.0,M,2017,Emmanuel
95.0,M,2004,Maxence
95.0,F,2006,Lou
7.0,F,2020,Alaïa
9.0,M,2019,Oren
5.0,M,2007,Livio
5.0,F,2019,Hope
12.0,F,2021,Mayssa
27.0,F,2017,Olympe
11.0,F,2021,Tess
7.0,F,2021,Neïla
78.0,M,2009,William
11.0,M,2021,Fares
22.0,M,2019,Aurélien
18.0,F,2017,Emmanuelle
9.0,F,2004,Mélodie
6.0,M,2006,Louis-Marie
7.0,F,2020,Swann
9.0,F,2019,Sybille
5.0,M,2007,Loïs
5.0,F,2019,Ilina
12.0,M,2021,Milann
290.0,M,2017,Raphaël
8.0,F,2021,Adja
7.0,F,2021,Rania
8.0,M,2009,Yannick
11.0,M,2021,Salif
21.0,M,2019,Hippolyte
22.0,F,2017,Emy
7.0,M,2004,Melvil
16.0,M,2006,Luc
6.0,M,2020,Clarence
8.0,M,2019,Gauthier
10.0,M,2007,Louka
5.0,F,2019,Keren
11.0,F,2021,Mélissa
9.0,F,2017,Rebecca
8.0,F,2021,Rahma
7.0,M,2021,Marwan
10.0,M,2010,Abdoul
9.0,M,2021,Yahya
21.0,F,2019,Célia
11.0,F,2017,Evy
5.0,M,2004,Melvyn
140.0,F,2006,Lucie
6.0,M,2020,Vincent
8.0,M,2019,Siméon
41.0,F,2007,Luna
114.0,M,2020,Jules
10.0,M,2021,Vladimir
28.0,M,2017,Roméo
8.0,M,2021,Amara
7.0,M,2021,Raoul
6.0,M,2010,Aly
8.0,F,2021,Elinor
21.0,F,2019,Eloïse
20.0,M,2017,Ezra
17.0,M,2004,Nathanaël
35.0,F,2006,Lucile
6.0,M,2020,Yoann
24.0,F,2006,Angelina
5.0,F,2007,Macha
102.0,M,2020,Samuel
9.0,F,2021,Soline
45.0,F,2017,Roxane
8.0,M,2021,Ari
6.0,F,2021,Aïssata
5.0,F,2010,Anais
8.0,M,2021,El
20.0,F,2019,Naya
8.0,M,2017,Filip
164.0,M,2004,Nicolas
19.0,F,2006,Mahaut
6.0,F,2020,Anaya
31.0,M,2006,Anis
6.0,F,2007,Madina
98.0,M,2020,Oscar
9.0,M,2021,Maylone
140.0,M,2017,Sacha
8.0,M,2021,Ian
6.0,F,2021,Alyah
9.0,F,2010,Annaëlle
8.0,M,2021,Élias
19.0,M,2019,Ismaïl
30.0,F,2017,Hawa
10.0,M,2004,Nikola
12.0,F,2006,Marwa
6.0,F,2020,Ela
225.0,M,2006,Arthur
31.0,M,2007,Marc
83.0,F,2020,Ava
9.0,M,2021,Selyan
10.0,F,2017,Scarlett
8.0,M,2021,Matias
6.0,F,2021,Elvire
9.0,M,2010,Barnabé
7.0,F,2021,Tia
19.0,F,2019,Cléo
8.0,M,2017,Isaiah
16.0,F,2004,Pia
49.0,M,2006,Mathéo
6.0,F,2020,Faith
10.0,F,2006,Auriane
8.0,F,2007,Margo
57.0,M,2020,Ali
8.0,F,2021,Arielle
13.0,F,2017,Simone
8.0,M,2021,Yacoub
6.0,F,2021,Kadidja
18.0,M,2010,Bastien
7.0,F,2021,Zeyneb
18.0,M,2019,Quentin
31.0,F,2017,Isaure
8.0,F,2004,Rahma
54.0,F,2006,Maya
45.0,M,2004,Samy
22.0,F,2006,Axelle
71.0,M,2007,Mathieu
51.0,F,2020,Alicia
8.0,F,2021,Eleanor
10.0,F,2017,Sonia
7.0,F,2021,Anita
6.0,F,2021,Nicole
36.0,F,2010,Bérénice
7.0,M,2021,Haron
18.0,F,2019,Aliya
96.0,M,2017,Ismaël
23.0,F,2004,Raphaëlle
14.0,F,2006,Melissa
205.0,F,2004,Sarah
52.0,F,2006,Carla
121.0,M,2007,Mathis
50.0,F,2020,Anaïs
8.0,M,2021,Pacôme
5.0,F,2017,Soukaïna
7.0,F,2021,Deva
6.0,M,2021,Abou
6.0,F,2010,Bouchra
6.0,F,2021,Amanda
17.0,M,2019,Camil
28.0,M,2017,James
32.0,M,2006,Milo
7.0,F,2004,Serena
24.0,F,2006,Céleste
23.0,M,2007,Matthias
47.0,M,2020,Baptiste
8.0,M,2021,Rafaël
12.0,M,2017,Souleyman
7.0,F,2021,Saran
6.0,M,2021,Alassane
37.0,M,2010,Charlie
6.0,F,2021,Mayssane
17.0,F,2019,Gaïa
48.0,M,2017,Joshua
15.0,F,2006,Naomi
8.0,F,2004,Soline
6.0,F,2006,Cléophée
8.0,F,2007,Melina
40.0,M,2020,Vadim
8.0,M,2021,Tancrède
7.0,M,2017,Tancrède
7.0,M,2021,Jalil
6.0,M,2021,Jelani
6.0,F,2010,Clélie
6.0,M,2021,Mouhamadou
16.0,M,2019,Hayden
5.0,F,2017,Jude
12.0,F,2006,Nawel
18.0,M,2004,Stéphane
5.0,M,2006,Colas
5.0,M,2007,Menahem
39.0,M,2020,Anatole
7.0,F,2021,Albertine
12.0,F,2017,Tasnim
7.0,M,2021,Roch
6.0,M,2021,Joaquim
14.0,F,2010,Cloé
5.0,F,2021,Alexie
16.0,F,2019,Helena
74.0,F,2017,Julia
19.0,M,2006,Niels
7.0,F,2004,Sylvie
7.0,F,2006,Coumba
5.0,F,2007,Naïla
31.0,M,2020,Charlie
7.0,F,2021,Samira
8.0,F,2017,Tess
6.0,F,2021,Éva
6.0,M,2021,Pietro
5.0,M,2010,Cyril
5.0,F,2021,Alina
16.0,F,2019,Kayla
6.0,F,2017,Layana
13.0,F,2006,Nine
18.0,M,2004,Tanguy
32.0,M,2006,Daniel
5.0,M,2007,Nawfel
30.0,M,2020,Ariel
7.0,M,2021,Eddy
7.0,F,2017,Tosca
6.0,F,2021,Gabriela
6.0,M,2021,Younès
6.0,M,2010,Dali
5.0,F,2021,Élisabeth
15.0,M,2019,Johan
14.0,F,2017,Léane
91.0,M,2006,Noah
7.0,M,2004,Teddy
57.0,F,2006,Diane
10.0,F,2007,Neïla
30.0,M,2020,Ousmane
7.0,M,2021,Mickael
37.0,M,2017,William
6.0,F,2021,Johanna
5.0,F,2021,Anouck
15.0,M,2010,Dan
5.0,F,2021,Elynn
15.0,F,2019,Serena
118.0,M,2017,Léon
22.0,M,2006,Octave
5.0,M,2004,Théotime
5.0,M,2006,Élie
13.0,F,2007,Nesrine
24.0,M,2020,Abdoulaye
7.0,M,2021,Thibault
8.0,M,2017,Yazid
6.0,M,2021,Emil
5.0,F,2021,Ilef
40.0,F,2010,Daphné
5.0,F,2021,Janelle
14.0,F,2019,Prune
47.0,M,2017,Léopold
31.0,F,2006,Shirel
6.0,M,2004,Wandrille
11.0,F,2006,Élise
6.0,F,2007,Nine
22.0,M,2020,Ismael
7.0,M,2021,Viktor
7.0,F,2017,Ysée
6.0,M,2021,Eren
5.0,F,2021,Josephine
70.0,M,2010,David
5.0,F,2021,Joyce
13.0,M,2019,Clovis
10.0,M,2017,Luis
20.0,F,2006,Sixtine
6.0,M,2005,Abdelkader
43.0,M,2006,Emile
19.0,M,2007,Ousmane
21.0,M,2020,Wassim
6.0,F,2021,Camilia
31.0,M,2018,Abdoulaye
5.0,F,2021,Sidonie
5.0,F,2021,Louane
8.0,M,2010,Denis
5.0,F,2021,Lalla
12.0,M,2019,Fares
21.0,M,2017,Lyam
18.0,F,2006,Tess
17.0,M,2005,Adama
169.0,M,2006,Enzo
6.0,F,2007,Pia
20.0,F,2020,Maëlys
6.0,F,2021,Nine
64.0,M,2018,Abel
5.0,M,2021,Abdel
5.0,F,2021,Naïa
9.0,F,2010,Eglantine
5.0,F,2021,Lylia
11.0,M,2019,Élio
6.0,F,2017,Maelys
7.0,M,2006,Tidiane
5.0,M,2005,Adame
16.0,F,2006,Fanta
5.0,M,2007,Ralph
19.0,F,2020,Célia
6.0,F,2021,Ornella
11.0,F,2018,Agnès
5.0,M,2021,Atlas
5.0,F,2021,Yona
22.0,F,2010,Eléa
5.0,F,2021,Méline
9.0,M,2019,Aris
8.0,M,2017,Marco
49.0,M,2006,Titouan
5.0,M,2005,Amaël
17.0,F,2006,Farah
5.0,M,2007,Safwane
19.0,F,2020,Ysée
6.0,M,2021,Aksil
5.0,F,2018,Alissa
5.0,M,2021,Daris
5.0,M,2021,Anass
7.0,M,2010,Emilien
5.0,M,2021,Ayaz
9.0,F,2019,Elia
121.0,M,2017,Martin
77.0,F,2006,Victoire
11.0,M,2005,Andréas
15.0,F,2006,Fatou
9.0,F,2007,Sira
18.0,M,2020,Éloi
6.0,M,2021,Wael
6.0,F,2018,Amaia
5.0,M,2021,Mickaël
5.0,M,2021,Artus
16.0,F,2010,Emy
5.0,M,2021,Bradley
9.0,F,2019,Félicie
23.0,M,2017,Mathéo
14.0,F,2006,Yona
7.0,M,2005,Barthélémy
27.0,M,2006,Gustave
5.0,F,2007,Solveig
18.0,M,2020,Kayden
5.0,F,2021,Dora
24.0,F,2018,Amina
5.0,M,2021,Theodore
5.0,M,2021,Ladislas
44.0,F,2010,Esther
5.0,M,2021,Gauthier
9.0,F,2019,Ivy
8.0,M,2017,Matis
14.0,M,2007,Abdoulaye
6.0,M,2005,Brieuc
7.0,M,2006,Harry
13.0,F,2007,Syrine
18.0,F,2020,Fanta
5.0,F,2021,Ombeline
10.0,M,2018,Anass
19.0,M,2004,Ilyes
10.0,F,2004,Sherine
5.0,M,2010,Eugène
5.0,M,2021,Nil
9.0,F,2019,Jessica
7.0,M,2017,Mattéo
11.0,M,2007,Aboubacar
14.0,F,2005,Candice
22.0,F,2006,Hawa
7.0,M,2007,Tancrède
15.0,M,2020,Dario
5.0,F,2021,Zayneb
7.0,M,2018,Armel
22.0,F,2004,Irène
9.0,M,2004,Steeve
33.0,F,2010,Eve
9.0,F,2019,Malia
7.0,M,2017,Matthew
47.0,M,2007,Amine
142.0,F,2005,Charlotte
48.0,F,2006,Iris
12.0,M,2007,Thierry
15.0,F,2020,Emmy
5.0,M,2021,Kays
16.0,F,2018,Arya
5.0,F,2004,Jessie
10.0,M,2004,Swann
18.0,F,2010,Fanny
9.0,F,2019,Tess
12.0,F,2017,Maylis
5.0,F,2007,Anaelle
23.0,F,2005,Clarisse
9.0,F,2006,Isis
8.0,F,2007,Toscane
14.0,F,2020,Tessa
5.0,M,2021,Zacharia
12.0,F,2018,Assa
5.0,M,2004,Kamil
7.0,F,2004,Tessa
13.0,F,2010,Fatou
9.0,F,2019,Zohra
6.0,F,2017,Méline
9.0,F,2007,Anne
19.0,F,2005,Dina
5.0,M,2006,Jean-Luc
72.0,F,2007,Valentine
13.0,M,2020,Darius
6.0,M,2018,Aubin
10.0,F,2004,Kiara
41.0,F,2004,Violette
29.0,M,2010,Florian
8.0,M,2019,Alfred
37.0,M,2017,Milo
24.0,M,2007,Anthony
7.0,F,2005,Élodie
18.0,F,2006,Léonore
55.0,M,2007,William
13.0,M,2020,Hedi
7.0,M,2018,Aymeric
10.0,F,2004,Laëtitia
5.0,F,2004,Zahra
19.0,M,2010,François
8.0,M,2019,Arié
15.0,M,2017,Mouhamed
18.0,F,2007,Aurélie
274.0,F,2005,Emma
23.0,F,2006,Lilia
5.0,M,2007,Wissem
13.0,M,2020,Marcus
7.0,F,2018,Barbara
119.0,F,2004,Laura
7.0,M,2005,Aboubakar
41.0,M,2010,Guillaume
8.0,M,2019,Gary
5.0,F,2017,Nadine
5.0,F,2007,Auriane
13.0,F,2005,Ethel
5.0,M,2006,Liron
5.0,M,2007,Yassin
13.0,F,2020,Assa
10.0,F,2018,Baya
7.0,M,2004,Lazare
8.0,F,2005,Adriana
5.0,F,2010,Hind
8.0,M,2019,Leandro
16.0,M,2017,Nahil
89.0,M,2007,Axel
21.0,F,2005,Flore
12.0,F,2006,Louison
9.0,M,2007,Youssouf
12.0,F,2020,Hafsa
9.0,M,2018,Bryan
26.0,F,2004,Léonie
16.0,F,2005,Alyssa
5.0,M,2010,Idrissa
8.0,M,2019,Marco
21.0,F,2017,Nélia
110.0,M,2007,Baptiste
19.0,M,2005,Florent
11.0,F,2006,Lucia
8.0,F,2007,Yuna
12.0,F,2020,Rym
72.0,F,2018,Clémence
9.0,F,2004,Liliane
6.0,F,2005,Anaé
13.0,F,2010,Ilana
8.0,M,2019,Oliver
7.0,F,2017,Nélya
29.0,M,2007,Bastien
6.0,M,2005,Foucauld
27.0,F,2006,Maïa
5.0,F,2007,Zina
10.0,F,2020,Adélie
5.0,F,2018,Cléophée
91.0,F,2004,Lina
17.0,M,2005,Andrea
8.0,F,2010,Ilona
7.0,M,2006,Arno
91.0,M,2017,Noé
5.0,M,2007,Calvin
20.0,M,2005,Hamza
5.0,M,2006,Malek
5.0,M,2008,Abd
9.0,M,2020,Aksil
7.0,F,2018,Éléa
42.0,F,2004,Lise
5.0,M,2005,Archibald
7.0,M,2010,Iyad
8.0,M,2006,Badis
60.0,F,2017,Noémie
20.0,F,2007,Candice
22.0,F,2005,Hanna
7.0,F,2006,Marthe
21.0,M,2008,Alex
9.0,M,2020,Gauthier
5.0,F,2018,Elly
7.0,F,2004,Loane
8.0,F,2005,Ashley
14.0,M,2010,Jean-Baptiste
6.0,M,2006,Calvin
17.0,F,2017,Noor
6.0,M,2007,Carl
7.0,F,2005,Ilana
11.0,F,2006,Mia
12.0,M,2008,Aloïs
9.0,M,2020,Jaden
10.0,M,2018,Elon
12.0,F,2004,Lucille
18.0,F,2005,Assia
20.0,M,2010,Jérémy
25.0,F,2006,Candice
14.0,M,2017,Olivier
18.0,F,2007,Cassandra
5.0,F,2005,Ingrid
7.0,F,2006,Milena
13.0,F,2008,Alyssa
9.0,M,2020,Rémi
46.0,F,2018,Elsa
5.0,F,2004,Marie-Lou
63.0,M,2005,Augustin
7.0,F,2010,Jihane
25.0,M,2006,César
41.0,F,2017,Pia
16.0,M,2007,Christophe
8.0,F,2005,Irina
16.0,M,2006,Mohammed
9.0,F,2008,Annaëlle
9.0,M,2020,Siméon
19.0,F,2018,Emy
27.0,M,2004,Marin
5.0,M,2005,Camil
120.0,M,2010,Joseph
19.0,F,2006,Dina
19.0,M,2017,Romain
5.0,F,2007,Cyrielle
7.0,M,2005,Issam
9.0,F,2006,Nathalie
61.0,F,2008,Apolline
9.0,F,2020,Lilou
8.0,F,2018,Ethel
54.0,M,2004,Marius
77.0,F,2005,Carla
60.0,F,2010,Julie
33.0,M,2006,Edgar
13.0,F,2017,Sienna
8.0,M,2007,Dario
26.0,M,2005,Jacques
44.0,F,2006,Noa
5.0,F,2008,Aure
9.0,F,2020,Lylia
5.0,F,2018,Firdaous
10.0,M,2004,Marko
29.0,M,2005,César
5.0,F,2010,Kayla
17.0,F,2006,Enora
14.0,F,2017,Soumaya
6.0,F,2007,Deborah
5.0,M,2005,Kenan
44.0,M,2006,Noam
20.0,M,2008,Aymen
8.0,M,2020,Aliocha
119.0,F,2018,Gabrielle
143.0,F,2004,Mathilde
8.0,M,2005,Charlie
15.0,M,2010,Kenzo
8.0,F,2006,Félicité
8.0,F,2017,Suzie
28.0,M,2007,Dorian
8.0,F,2005,Kiara
8.0,M,2006,Philéas
5.0,F,2008,Cali
8.0,M,2020,Nil
23.0,M,2018,Gaël
79.0,M,2004,Mattéo
7.0,F,2005,Christina
5.0,M,2010,Kenzy
6.0,F,2006,Florence
7.0,F,2017,Tahel
21.0,F,2007,Eléa
28.0,F,2005,Lili
5.0,M,2006,Pietro
17.0,F,2008,Cassandra
7.0,M,2020,Carl
13.0,F,2018,Hanaé
9.0,M,2004,Melchior
15.0,F,2005,Cloé
12.0,F,2010,Khadija
7.0,M,2006,Gaston
25.0,M,2017,Yassine
18.0,F,2007,Elia
126.0,F,2005,Lou
10.0,F,2006,Rébecca
5.0,F,2008,Dahlia
7.0,M,2020,Gary
37.0,M,2018,Henri
47.0,F,2004,Morgane
14.0,M,2005,Constantin
5.0,M,2010,Leandro
42.0,M,2006,Grégoire
132.0,F,2018,Adèle
11.0,M,2007,Elio
8.0,F,2005,Mariama
5.0,M,2006,Reda
17.0,M,2008,Dimitri
7.0,F,2020,Amaya
22.0,M,2018,Ibrahima
6.0,M,2004,Mory
5.0,M,2005,Cristiano
57.0,M,2010,Liam
5.0,M,2006,Haroun
70.0,M,2018,Adrien
15.0,F,2007,Elisabeth
28.0,M,2005,Matéo
7.0,F,2006,Scarlett
6.0,F,2008,Djeneba
7.0,F,2020,Camila
69.0,M,2018,Ilyan
7.0,F,2004,Norah
6.0,F,2005,Cynthia
7.0,F,2010,Luisa
26.0,M,2006,Henri
5.0,M,2018,Alioune
59.0,F,2007,Elsa
36.0,F,2005,Mila
40.0,M,2006,Stanislas
6.0,F,2008,Djénéba
7.0,F,2020,Clarisse
10.0,M,2018,Ilyès
16.0,M,2004,Owen
36.0,F,2005,Daphné
41.0,F,2010,Luna
157.0,M,2006,Hugo
28.0,M,2018,Ambroise
11.0,M,2007,Elyas
37.0,M,2005,Moussa
6.0,F,2006,Tamara
9.0,F,2008,Domitille
7.0,F,2020,Goundo
151.0,F,2018,Inès
10.0,F,2004,Paola
8.0,F,2005,Daria
10.0,F,2010,Maé
6.0,M,2006,Ilhan
66.0,F,2018,Anaïs
5.0,F,2007,Emi
20.0,F,2005,Naomi
11.0,M,2006,Tanguy
22.0,M,2008,Eloi
7.0,F,2020,Grâce
12.0,M,2018,Jack
14.0,M,2004,Paolo
5.0,M,2005,Denis
5.0,M,2010,Malcolm
22.0,F,2006,Jessica
32.0,M,2018,Antonin
6.0,M,2007,Emil
